Training samples 50000
Device : cuda
Total number of trainable parameters : 24742081
image_size : 224
patch_size : 16
vision_width : 192
vision_layers : 12
vision_heads : 3
vision_layer_norm_eps : 1e-06
vocab_size : 49408
text_width : 256
text_layers : 8
text_heads : 4
max_length : 77
text_layer_norm_eps : 1e-06
shared_dim : 512
batch_size : 256
learning_rate : 0.0001
epochs : 10
loss_type : contrastive
Optimizer : AdamW
Batch : 0 / 196 | Time 4483 ms | Train Loss : 5.5464 | Grad Norm : 0.2511 | Learning rate : 5.10e-07
Batch : 137 / 196 | Time 273 ms | Train Loss : 4.4075 | Grad Norm : 16.6954 | Learning rate : 4.64e-05
Batch : 138 / 196 | Time 265 ms | Train Loss : 4.4205 | Grad Norm : 21.2231 | Learning rate : 4.64e-05
Batch : 139 / 196 | Time 272 ms | Train Loss : 4.4002 | Grad Norm : 18.9293 | Learning rate : 4.63e-05
Batch : 140 / 196 | Time 268 ms | Train Loss : 4.3833 | Grad Norm : 17.9917 | Learning rate : 4.62e-05
Batch : 141 / 196 | Time 265 ms | Train Loss : 4.3849 | Grad Norm : 13.8259 | Learning rate : 4.61e-05
Batch : 142 / 196 | Time 267 ms | Train Loss : 4.3589 | Grad Norm : 15.0723 | Learning rate : 4.60e-05
Batch : 143 / 196 | Time 269 ms | Train Loss : 4.3194 | Grad Norm : 14.1477 | Learning rate : 4.59e-05
Batch : 144 / 196 | Time 264 ms | Train Loss : 4.3157 | Grad Norm : 15.0565 | Learning rate : 4.58e-05
Batch : 145 / 196 | Time 267 ms | Train Loss : 4.3537 | Grad Norm : 16.7772 | Learning rate : 4.57e-05
Batch : 146 / 196 | Time 268 ms | Train Loss : 4.3333 | Grad Norm : 11.1984 | Learning rate : 4.56e-05
Batch : 147 / 196 | Time 268 ms | Train Loss : 4.3816 | Grad Norm : 12.0030 | Learning rate : 4.56e-05
Batch : 148 / 196 | Time 269 ms | Train Loss : 4.3377 | Grad Norm : 15.2877 | Learning rate : 4.55e-05
Batch : 149 / 196 | Time 263 ms | Train Loss : 4.3643 | Grad Norm : 13.3851 | Learning rate : 4.54e-05
Batch : 150 / 196 | Time 268 ms | Train Loss : 4.4304 | Grad Norm : 18.9671 | Learning rate : 4.53e-05
Batch : 151 / 196 | Time 263 ms | Train Loss : 4.3366 | Grad Norm : 11.6520 | Learning rate : 4.52e-05
Batch : 152 / 196 | Time 263 ms | Train Loss : 4.4291 | Grad Norm : 15.3664 | Learning rate : 4.51e-05
Batch : 153 / 196 | Time 265 ms | Train Loss : 4.3546 | Grad Norm : 13.2769 | Learning rate : 4.50e-05
Batch : 154 / 196 | Time 269 ms | Train Loss : 4.3749 | Grad Norm : 19.5818 | Learning rate : 4.49e-05
Batch : 155 / 196 | Time 264 ms | Train Loss : 4.4643 | Grad Norm : 20.8876 | Learning rate : 4.48e-05
Batch : 156 / 196 | Time 266 ms | Train Loss : 4.3181 | Grad Norm : 13.4558 | Learning rate : 4.48e-05
Batch : 157 / 196 | Time 272 ms | Train Loss : 4.4141 | Grad Norm : 16.1234 | Learning rate : 4.47e-05
Batch : 158 / 196 | Time 264 ms | Train Loss : 4.3877 | Grad Norm : 15.0801 | Learning rate : 4.46e-05
Batch : 159 / 196 | Time 275 ms | Train Loss : 4.3656 | Grad Norm : 15.2216 | Learning rate : 4.45e-05
Batch : 160 / 196 | Time 266 ms | Train Loss : 4.3094 | Grad Norm : 17.3081 | Learning rate : 4.44e-05
Batch : 161 / 196 | Time 264 ms | Train Loss : 4.3943 | Grad Norm : 15.7681 | Learning rate : 4.43e-05
Batch : 162 / 196 | Time 265 ms | Train Loss : 4.4278 | Grad Norm : 9.7749 | Learning rate : 4.42e-05
Batch : 163 / 196 | Time 264 ms | Train Loss : 4.4156 | Grad Norm : 11.5998 | Learning rate : 4.41e-05
Batch : 164 / 196 | Time 266 ms | Train Loss : 4.3719 | Grad Norm : 12.9395 | Learning rate : 4.40e-05
Batch : 165 / 196 | Time 265 ms | Train Loss : 4.4031 | Grad Norm : 10.3998 | Learning rate : 4.40e-05
Batch : 166 / 196 | Time 264 ms | Train Loss : 4.3700 | Grad Norm : 21.0512 | Learning rate : 4.39e-05
Batch : 167 / 196 | Time 269 ms | Train Loss : 4.4634 | Grad Norm : 14.8642 | Learning rate : 4.38e-05
Batch : 168 / 196 | Time 265 ms | Train Loss : 4.3680 | Grad Norm : 17.5233 | Learning rate : 4.37e-05
Batch : 169 / 196 | Time 264 ms | Train Loss : 4.3765 | Grad Norm : 11.0341 | Learning rate : 4.36e-05
Batch : 170 / 196 | Time 265 ms | Train Loss : 4.4134 | Grad Norm : 23.3206 | Learning rate : 4.35e-05
Batch : 171 / 196 | Time 265 ms | Train Loss : 4.4037 | Grad Norm : 19.7097 | Learning rate : 4.34e-05
Batch : 172 / 196 | Time 264 ms | Train Loss : 4.3986 | Grad Norm : 17.0441 | Learning rate : 4.33e-05
Batch : 173 / 196 | Time 263 ms | Train Loss : 4.3397 | Grad Norm : 14.4970 | Learning rate : 4.33e-05
Batch : 174 / 196 | Time 265 ms | Train Loss : 4.3357 | Grad Norm : 14.2711 | Learning rate : 4.32e-05
Batch : 175 / 196 | Time 266 ms | Train Loss : 4.4312 | Grad Norm : 14.4527 | Learning rate : 4.31e-05
Batch : 176 / 196 | Time 264 ms | Train Loss : 4.2835 | Grad Norm : 12.9977 | Learning rate : 4.30e-05
Batch : 177 / 196 | Time 263 ms | Train Loss : 4.4246 | Grad Norm : 16.2724 | Learning rate : 4.29e-05
Batch : 178 / 196 | Time 264 ms | Train Loss : 4.4280 | Grad Norm : 13.2467 | Learning rate : 4.28e-05
Batch : 179 / 196 | Time 265 ms | Train Loss : 4.4215 | Grad Norm : 15.4583 | Learning rate : 4.27e-05
Batch : 180 / 196 | Time 265 ms | Train Loss : 4.4733 | Grad Norm : 25.0303 | Learning rate : 4.26e-05
Batch : 181 / 196 | Time 258 ms | Train Loss : 4.3594 | Grad Norm : 11.8020 | Learning rate : 4.25e-05
Batch : 182 / 196 | Time 264 ms | Train Loss : 4.5372 | Grad Norm : 12.8704 | Learning rate : 4.25e-05
Batch : 183 / 196 | Time 267 ms | Train Loss : 4.3316 | Grad Norm : 12.9515 | Learning rate : 4.24e-05
Batch : 184 / 196 | Time 264 ms | Train Loss : 4.4576 | Grad Norm : 14.9311 | Learning rate : 4.23e-05
Batch : 185 / 196 | Time 268 ms | Train Loss : 4.3376 | Grad Norm : 8.8302 | Learning rate : 4.22e-05
Batch : 186 / 196 | Time 266 ms | Train Loss : 4.3503 | Grad Norm : 19.7184 | Learning rate : 4.21e-05
Batch : 187 / 196 | Time 265 ms | Train Loss : 4.2706 | Grad Norm : 14.5106 | Learning rate : 4.20e-05
Batch : 188 / 196 | Time 269 ms | Train Loss : 4.2394 | Grad Norm : 12.3685 | Learning rate : 4.19e-05
Batch : 189 / 196 | Time 264 ms | Train Loss : 4.3952 | Grad Norm : 14.6886 | Learning rate : 4.18e-05
Batch : 190 / 196 | Time 264 ms | Train Loss : 4.4022 | Grad Norm : 22.7228 | Learning rate : 4.18e-05
Batch : 191 / 196 | Time 264 ms | Train Loss : 4.4028 | Grad Norm : 20.1520 | Learning rate : 4.17e-05
Batch : 192 / 196 | Time 262 ms | Train Loss : 4.4459 | Grad Norm : 11.2703 | Learning rate : 4.16e-05
Batch : 193 / 196 | Time 267 ms | Train Loss : 4.3758 | Grad Norm : 20.9049 | Learning rate : 4.15e-05
Batch : 194 / 196 | Time 269 ms | Train Loss : 4.4369 | Grad Norm : 21.7556 | Learning rate : 4.14e-05
Batch : 195 / 196 | Time 112 ms | Train Loss : 3.1931 | Grad Norm : 24.2030 | Learning rate : 4.13e-05
Epoch : 5 | Training Loss : 3.1931| Accuracy on test set : 0.4924
 Batch : 0 / 196 | Time 279 ms | Train Loss : 4.3405 | Grad Norm : 8.8158 | Learning rate : 4.12e-05
Batch : 1 / 196 | Time 270 ms | Train Loss : 4.3908 | Grad Norm : 15.1340 | Learning rate : 4.11e-05
Batch : 2 / 196 | Time 267 ms | Train Loss : 4.3111 | Grad Norm : 16.6271 | Learning rate : 4.11e-05
Batch : 3 / 196 | Time 263 ms | Train Loss : 4.2042 | Grad Norm : 15.2193 | Learning rate : 4.10e-05
Batch : 4 / 196 | Time 264 ms | Train Loss : 4.3585 | Grad Norm : 16.4036 | Learning rate : 4.09e-05
Batch : 5 / 196 | Time 265 ms | Train Loss : 4.2930 | Grad Norm : 16.7452 | Learning rate : 4.08e-05
Batch : 6 / 196 | Time 259 ms | Train Loss : 4.3321 | Grad Norm : 19.8777 | Learning rate : 4.07e-05
Batch : 7 / 196 | Time 266 ms | Train Loss : 4.3522 | Grad Norm : 16.0832 | Learning rate : 4.06e-05
Batch : 8 / 196 | Time 268 ms | Train Loss : 4.5234 | Grad Norm : 17.8920 | Learning rate : 4.05e-05
Batch : 9 / 196 | Time 265 ms | Train Loss : 4.3543 | Grad Norm : 17.9344 | Learning rate : 4.04e-05
Batch : 10 / 196 | Time 265 ms | Train Loss : 4.2273 | Grad Norm : 13.9527 | Learning rate : 4.04e-05
Batch : 11 / 196 | Time 264 ms | Train Loss : 4.3356 | Grad Norm : 10.4026 | Learning rate : 4.03e-05
Batch : 12 / 196 | Time 270 ms | Train Loss : 4.3855 | Grad Norm : 12.6336 | Learning rate : 4.02e-05
Batch : 13 / 196 | Time 264 ms | Train Loss : 4.3339 | Grad Norm : 16.2043 | Learning rate : 4.01e-05
Batch : 14 / 196 | Time 266 ms | Train Loss : 4.3156 | Grad Norm : 15.0219 | Learning rate : 4.00e-05
Batch : 15 / 196 | Time 266 ms | Train Loss : 4.3676 | Grad Norm : 16.9807 | Learning rate : 3.99e-05
Batch : 16 / 196 | Time 267 ms | Train Loss : 4.4698 | Grad Norm : 14.5057 | Learning rate : 3.98e-05
Batch : 17 / 196 | Time 263 ms | Train Loss : 4.3460 | Grad Norm : 9.6083 | Learning rate : 3.97e-05
Batch : 18 / 196 | Time 270 ms | Train Loss : 4.2275 | Grad Norm : 11.8777 | Learning rate : 3.97e-05
Batch : 19 / 196 | Time 266 ms | Train Loss : 4.3774 | Grad Norm : 12.3380 | Learning rate : 3.96e-05
Batch : 20 / 196 | Time 263 ms | Train Loss : 4.3885 | Grad Norm : 13.9320 | Learning rate : 3.95e-05
Batch : 21 / 196 | Time 264 ms | Train Loss : 4.3576 | Grad Norm : 17.9326 | Learning rate : 3.94e-05
Batch : 22 / 196 | Time 265 ms | Train Loss : 4.3963 | Grad Norm : 20.3498 | Learning rate : 3.93e-05
Batch : 23 / 196 | Time 266 ms | Train Loss : 4.2050 | Grad Norm : 16.8312 | Learning rate : 3.92e-05
Batch : 24 / 196 | Time 262 ms | Train Loss : 4.4057 | Grad Norm : 8.5168 | Learning rate : 3.91e-05
Batch : 25 / 196 | Time 264 ms | Train Loss : 4.1884 | Grad Norm : 14.2530 | Learning rate : 3.90e-05
Batch : 26 / 196 | Time 264 ms | Train Loss : 4.3003 | Grad Norm : 13.0980 | Learning rate : 3.90e-05
Batch : 27 / 196 | Time 264 ms | Train Loss : 4.2884 | Grad Norm : 10.2858 | Learning rate : 3.89e-05
Batch : 28 / 196 | Time 263 ms | Train Loss : 4.2628 | Grad Norm : 12.4483 | Learning rate : 3.88e-05
Batch : 29 / 196 | Time 266 ms | Train Loss : 4.2607 | Grad Norm : 12.1898 | Learning rate : 3.87e-05
Batch : 30 / 196 | Time 264 ms | Train Loss : 4.2298 | Grad Norm : 13.6797 | Learning rate : 3.86e-05
Batch : 31 / 196 | Time 265 ms | Train Loss : 4.3865 | Grad Norm : 16.5409 | Learning rate : 3.85e-05
Batch : 32 / 196 | Time 264 ms | Train Loss : 4.3724 | Grad Norm : 16.5520 | Learning rate : 3.84e-05
Batch : 33 / 196 | Time 266 ms | Train Loss : 4.3869 | Grad Norm : 14.9589 | Learning rate : 3.84e-05
Batch : 34 / 196 | Time 266 ms | Train Loss : 4.2795 | Grad Norm : 19.7615 | Learning rate : 3.83e-05
Batch : 35 / 196 | Time 266 ms | Train Loss : 4.5436 | Grad Norm : 12.4073 | Learning rate : 3.82e-05
Batch : 36 / 196 | Time 264 ms | Train Loss : 4.3687 | Grad Norm : 14.2453 | Learning rate : 3.81e-05
Batch : 37 / 196 | Time 265 ms | Train Loss : 4.3827 | Grad Norm : 11.3178 | Learning rate : 3.80e-05
Batch : 38 / 196 | Time 260 ms | Train Loss : 4.3125 | Grad Norm : 9.8082 | Learning rate : 3.79e-05
Batch : 39 / 196 | Time 270 ms | Train Loss : 4.4184 | Grad Norm : 16.4790 | Learning rate : 3.78e-05
Batch : 40 / 196 | Time 266 ms | Train Loss : 4.3483 | Grad Norm : 13.0906 | Learning rate : 3.77e-05
Batch : 41 / 196 | Time 266 ms | Train Loss : 4.2032 | Grad Norm : 14.5968 | Learning rate : 3.77e-05
Batch : 42 / 196 | Time 267 ms | Train Loss : 4.3931 | Grad Norm : 21.1988 | Learning rate : 3.76e-05
Batch : 43 / 196 | Time 265 ms | Train Loss : 4.4490 | Grad Norm : 18.3012 | Learning rate : 3.75e-05
Batch : 44 / 196 | Time 267 ms | Train Loss : 4.4713 | Grad Norm : 14.1202 | Learning rate : 3.74e-05
Batch : 45 / 196 | Time 264 ms | Train Loss : 4.3835 | Grad Norm : 20.0668 | Learning rate : 3.73e-05
Batch : 46 / 196 | Time 270 ms | Train Loss : 4.3738 | Grad Norm : 18.4459 | Learning rate : 3.72e-05
Batch : 47 / 196 | Time 264 ms | Train Loss : 4.2663 | Grad Norm : 9.6170 | Learning rate : 3.71e-05
Batch : 48 / 196 | Time 267 ms | Train Loss : 4.3912 | Grad Norm : 16.1331 | Learning rate : 3.71e-05
Batch : 49 / 196 | Time 266 ms | Train Loss : 4.3362 | Grad Norm : 15.9367 | Learning rate : 3.70e-05
Batch : 50 / 196 | Time 271 ms | Train Loss : 4.2410 | Grad Norm : 13.5624 | Learning rate : 3.69e-05
Batch : 51 / 196 | Time 265 ms | Train Loss : 4.3664 | Grad Norm : 11.9129 | Learning rate : 3.68e-05
Batch : 52 / 196 | Time 266 ms | Train Loss : 4.2708 | Grad Norm : 12.9952 | Learning rate : 3.67e-05
Batch : 53 / 196 | Time 266 ms | Train Loss : 4.3470 | Grad Norm : 17.7336 | Learning rate : 3.66e-05
Batch : 54 / 196 | Time 265 ms | Train Loss : 4.3172 | Grad Norm : 19.5006 | Learning rate : 3.65e-05
Batch : 55 / 196 | Time 268 ms | Train Loss : 4.3674 | Grad Norm : 18.0756 | Learning rate : 3.65e-05
Batch : 56 / 196 | Time 266 ms | Train Loss : 4.2354 | Grad Norm : 13.3127 | Learning rate : 3.64e-05
Batch : 57 / 196 | Time 264 ms | Train Loss : 4.5042 | Grad Norm : 13.8418 | Learning rate : 3.63e-05
Batch : 58 / 196 | Time 265 ms | Train Loss : 4.2978 | Grad Norm : 21.2779 | Learning rate : 3.62e-05
Batch : 59 / 196 | Time 268 ms | Train Loss : 4.3351 | Grad Norm : 23.6082 | Learning rate : 3.61e-05
Batch : 60 / 196 | Time 267 ms | Train Loss : 4.3229 | Grad Norm : 18.8140 | Learning rate : 3.60e-05
Batch : 61 / 196 | Time 264 ms | Train Loss : 4.3329 | Grad Norm : 18.8527 | Learning rate : 3.59e-05
Batch : 62 / 196 | Time 266 ms | Train Loss : 4.4069 | Grad Norm : 21.3592 | Learning rate : 3.59e-05
Batch : 63 / 196 | Time 265 ms | Train Loss : 4.3635 | Grad Norm : 18.6068 | Learning rate : 3.58e-05
Batch : 64 / 196 | Time 267 ms | Train Loss : 4.3811 | Grad Norm : 14.0929 | Learning rate : 3.57e-05
Batch : 65 / 196 | Time 266 ms | Train Loss : 4.4303 | Grad Norm : 16.6132 | Learning rate : 3.56e-05
Batch : 66 / 196 | Time 274 ms | Train Loss : 4.3395 | Grad Norm : 16.7385 | Learning rate : 3.55e-05
Batch : 67 / 196 | Time 265 ms | Train Loss : 4.3655 | Grad Norm : 17.4869 | Learning rate : 3.54e-05
Batch : 68 / 196 | Time 277 ms | Train Loss : 4.2126 | Grad Norm : 12.7962 | Learning rate : 3.53e-05
Batch : 69 / 196 | Time 264 ms | Train Loss : 4.2704 | Grad Norm : 11.9855 | Learning rate : 3.53e-05
Batch : 70 / 196 | Time 264 ms | Train Loss : 4.3285 | Grad Norm : 14.9117 | Learning rate : 3.52e-05
Batch : 71 / 196 | Time 268 ms | Train Loss : 4.2788 | Grad Norm : 15.4216 | Learning rate : 3.51e-05
Batch : 72 / 196 | Time 268 ms | Train Loss : 4.2865 | Grad Norm : 12.9985 | Learning rate : 3.50e-05
Batch : 73 / 196 | Time 264 ms | Train Loss : 4.3187 | Grad Norm : 16.0852 | Learning rate : 3.49e-05
Batch : 74 / 196 | Time 274 ms | Train Loss : 4.2310 | Grad Norm : 20.0384 | Learning rate : 3.48e-05
Batch : 75 / 196 | Time 263 ms | Train Loss : 4.3404 | Grad Norm : 24.9112 | Learning rate : 3.48e-05
Batch : 76 / 196 | Time 265 ms | Train Loss : 4.3921 | Grad Norm : 19.0318 | Learning rate : 3.47e-05
Batch : 77 / 196 | Time 265 ms | Train Loss : 4.2773 | Grad Norm : 17.8008 | Learning rate : 3.46e-05
Batch : 78 / 196 | Time 265 ms | Train Loss : 4.3939 | Grad Norm : 17.9656 | Learning rate : 3.45e-05
Batch : 79 / 196 | Time 260 ms | Train Loss : 4.3760 | Grad Norm : 16.5561 | Learning rate : 3.44e-05
Batch : 80 / 196 | Time 264 ms | Train Loss : 4.2229 | Grad Norm : 12.5703 | Learning rate : 3.43e-05
Batch : 81 / 196 | Time 264 ms | Train Loss : 4.3314 | Grad Norm : 12.0688 | Learning rate : 3.42e-05
Batch : 82 / 196 | Time 265 ms | Train Loss : 4.3047 | Grad Norm : 14.7741 | Learning rate : 3.42e-05
Batch : 83 / 196 | Time 264 ms | Train Loss : 4.3134 | Grad Norm : 19.4378 | Learning rate : 3.41e-05
Batch : 84 / 196 | Time 267 ms | Train Loss : 4.4033 | Grad Norm : 26.8652 | Learning rate : 3.40e-05
Batch : 85 / 196 | Time 265 ms | Train Loss : 4.3507 | Grad Norm : 13.7021 | Learning rate : 3.39e-05
Batch : 86 / 196 | Time 264 ms | Train Loss : 4.3845 | Grad Norm : 12.4198 | Learning rate : 3.38e-05
Batch : 87 / 196 | Time 264 ms | Train Loss : 4.3341 | Grad Norm : 14.4826 | Learning rate : 3.37e-05
Batch : 88 / 196 | Time 270 ms | Train Loss : 4.2854 | Grad Norm : 13.0911 | Learning rate : 3.37e-05
Batch : 89 / 196 | Time 267 ms | Train Loss : 4.3035 | Grad Norm : 18.5158 | Learning rate : 3.36e-05
Batch : 90 / 196 | Time 264 ms | Train Loss : 4.3945 | Grad Norm : 14.9251 | Learning rate : 3.35e-05
Batch : 91 / 196 | Time 265 ms | Train Loss : 4.3019 | Grad Norm : 12.4690 | Learning rate : 3.34e-05
Batch : 92 / 196 | Time 267 ms | Train Loss : 4.3385 | Grad Norm : 9.3325 | Learning rate : 3.33e-05
Batch : 93 / 196 | Time 265 ms | Train Loss : 4.2601 | Grad Norm : 10.3653 | Learning rate : 3.32e-05
Batch : 94 / 196 | Time 269 ms | Train Loss : 4.3901 | Grad Norm : 12.8425 | Learning rate : 3.32e-05
Batch : 95 / 196 | Time 269 ms | Train Loss : 4.2797 | Grad Norm : 15.8705 | Learning rate : 3.31e-05
Batch : 96 / 196 | Time 268 ms | Train Loss : 4.3026 | Grad Norm : 16.5382 | Learning rate : 3.30e-05
Batch : 97 / 196 | Time 265 ms | Train Loss : 4.2468 | Grad Norm : 12.5855 | Learning rate : 3.29e-05
Batch : 98 / 196 | Time 267 ms | Train Loss : 4.3908 | Grad Norm : 15.9492 | Learning rate : 3.28e-05
Batch : 99 / 196 | Time 264 ms | Train Loss : 4.5010 | Grad Norm : 10.7463 | Learning rate : 3.27e-05
Batch : 100 / 196 | Time 266 ms | Train Loss : 4.2631 | Grad Norm : 12.6646 | Learning rate : 3.26e-05
Batch : 101 / 196 | Time 265 ms | Train Loss : 4.2655 | Grad Norm : 11.5821 | Learning rate : 3.26e-05
Batch : 102 / 196 | Time 268 ms | Train Loss : 4.2284 | Grad Norm : 9.7567 | Learning rate : 3.25e-05
Batch : 103 / 196 | Time 272 ms | Train Loss : 4.3623 | Grad Norm : 14.3019 | Learning rate : 3.24e-05
Batch : 104 / 196 | Time 265 ms | Train Loss : 4.3440 | Grad Norm : 11.5130 | Learning rate : 3.23e-05
Batch : 105 / 196 | Time 265 ms | Train Loss : 4.3822 | Grad Norm : 17.7837 | Learning rate : 3.22e-05
Batch : 106 / 196 | Time 269 ms | Train Loss : 4.3697 | Grad Norm : 17.5925 | Learning rate : 3.21e-05
Batch : 107 / 196 | Time 270 ms | Train Loss : 4.4707 | Grad Norm : 12.3664 | Learning rate : 3.21e-05
Batch : 108 / 196 | Time 264 ms | Train Loss : 4.2934 | Grad Norm : 17.3100 | Learning rate : 3.20e-05
Batch : 109 / 196 | Time 268 ms | Train Loss : 4.2280 | Grad Norm : 10.7422 | Learning rate : 3.19e-05
Batch : 110 / 196 | Time 266 ms | Train Loss : 4.2570 | Grad Norm : 16.6545 | Learning rate : 3.18e-05
Batch : 111 / 196 | Time 271 ms | Train Loss : 4.2725 | Grad Norm : 10.7012 | Learning rate : 3.17e-05
Batch : 112 / 196 | Time 268 ms | Train Loss : 4.3769 | Grad Norm : 14.0956 | Learning rate : 3.17e-05
Batch : 113 / 196 | Time 263 ms | Train Loss : 4.3001 | Grad Norm : 13.6514 | Learning rate : 3.16e-05
Batch : 114 / 196 | Time 268 ms | Train Loss : 4.3410 | Grad Norm : 9.3245 | Learning rate : 3.15e-05
Batch : 115 / 196 | Time 266 ms | Train Loss : 4.2417 | Grad Norm : 10.3740 | Learning rate : 3.14e-05
Batch : 116 / 196 | Time 276 ms | Train Loss : 4.3611 | Grad Norm : 14.5207 | Learning rate : 3.13e-05
Batch : 117 / 196 | Time 265 ms | Train Loss : 4.2888 | Grad Norm : 14.6412 | Learning rate : 3.12e-05
Batch : 118 / 196 | Time 267 ms | Train Loss : 4.4036 | Grad Norm : 15.0936 | Learning rate : 3.12e-05
Batch : 119 / 196 | Time 269 ms | Train Loss : 4.4849 | Grad Norm : 15.3501 | Learning rate : 3.11e-05
Batch : 120 / 196 | Time 266 ms | Train Loss : 4.2921 | Grad Norm : 18.0792 | Learning rate : 3.10e-05
Batch : 121 / 196 | Time 267 ms | Train Loss : 4.3921 | Grad Norm : 21.8594 | Learning rate : 3.09e-05
Batch : 122 / 196 | Time 267 ms | Train Loss : 4.2448 | Grad Norm : 14.7891 | Learning rate : 3.08e-05
Batch : 123 / 196 | Time 273 ms | Train Loss : 4.4459 | Grad Norm : 12.3849 | Learning rate : 3.07e-05
Batch : 124 / 196 | Time 267 ms | Train Loss : 4.2488 | Grad Norm : 12.5336 | Learning rate : 3.07e-05
Batch : 125 / 196 | Time 264 ms | Train Loss : 4.3104 | Grad Norm : 17.5042 | Learning rate : 3.06e-05
Batch : 126 / 196 | Time 265 ms | Train Loss : 4.3301 | Grad Norm : 14.4711 | Learning rate : 3.05e-05
Batch : 127 / 196 | Time 266 ms | Train Loss : 4.4314 | Grad Norm : 15.1643 | Learning rate : 3.04e-05
Batch : 128 / 196 | Time 264 ms | Train Loss : 4.2918 | Grad Norm : 15.2570 | Learning rate : 3.03e-05
Batch : 129 / 196 | Time 265 ms | Train Loss : 4.2485 | Grad Norm : 13.4475 | Learning rate : 3.03e-05
Batch : 130 / 196 | Time 266 ms | Train Loss : 4.2849 | Grad Norm : 14.6249 | Learning rate : 3.02e-05
Batch : 131 / 196 | Time 267 ms | Train Loss : 4.2297 | Grad Norm : 13.0990 | Learning rate : 3.01e-05
Batch : 132 / 196 | Time 270 ms | Train Loss : 4.3199 | Grad Norm : 16.8787 | Learning rate : 3.00e-05
Batch : 133 / 196 | Time 266 ms | Train Loss : 4.2777 | Grad Norm : 11.4667 | Learning rate : 2.99e-05
Batch : 134 / 196 | Time 266 ms | Train Loss : 4.3892 | Grad Norm : 12.5022 | Learning rate : 2.98e-05
Batch : 135 / 196 | Time 271 ms | Train Loss : 4.3803 | Grad Norm : 14.7174 | Learning rate : 2.98e-05
Batch : 136 / 196 | Time 264 ms | Train Loss : 4.2895 | Grad Norm : 10.7117 | Learning rate : 2.97e-05
Batch : 137 / 196 | Time 265 ms | Train Loss : 4.2030 | Grad Norm : 10.4408 | Learning rate : 2.96e-05
Batch : 138 / 196 | Time 264 ms | Train Loss : 4.3202 | Grad Norm : 16.6939 | Learning rate : 2.95e-05
Batch : 139 / 196 | Time 263 ms | Train Loss : 4.3118 | Grad Norm : 12.5476 | Learning rate : 2.94e-05
Batch : 140 / 196 | Time 262 ms | Train Loss : 4.3460 | Grad Norm : 12.1347 | Learning rate : 2.94e-05
Batch : 141 / 196 | Time 266 ms | Train Loss : 4.2526 | Grad Norm : 12.9012 | Learning rate : 2.93e-05
Batch : 142 / 196 | Time 268 ms | Train Loss : 4.3031 | Grad Norm : 9.7083 | Learning rate : 2.92e-05
Batch : 143 / 196 | Time 264 ms | Train Loss : 4.3949 | Grad Norm : 30.4270 | Learning rate : 2.91e-05
Batch : 144 / 196 | Time 263 ms | Train Loss : 4.2276 | Grad Norm : 22.5468 | Learning rate : 2.90e-05
Batch : 145 / 196 | Time 264 ms | Train Loss : 4.3030 | Grad Norm : 11.7626 | Learning rate : 2.89e-05
Batch : 146 / 196 | Time 269 ms | Train Loss : 4.3829 | Grad Norm : 13.9883 | Learning rate : 2.89e-05
Batch : 147 / 196 | Time 265 ms | Train Loss : 4.3651 | Grad Norm : 15.4152 | Learning rate : 2.88e-05
Batch : 148 / 196 | Time 262 ms | Train Loss : 4.3581 | Grad Norm : 22.8114 | Learning rate : 2.87e-05
Batch : 149 / 196 | Time 267 ms | Train Loss : 4.2636 | Grad Norm : 21.5205 | Learning rate : 2.86e-05
Batch : 150 / 196 | Time 270 ms | Train Loss : 4.2763 | Grad Norm : 22.4834 | Learning rate : 2.85e-05
Batch : 151 / 196 | Time 270 ms | Train Loss : 4.2717 | Grad Norm : 21.6872 | Learning rate : 2.85e-05
Batch : 152 / 196 | Time 267 ms | Train Loss : 4.3934 | Grad Norm : 15.7725 | Learning rate : 2.84e-05
Batch : 153 / 196 | Time 266 ms | Train Loss : 4.4184 | Grad Norm : 14.7225 | Learning rate : 2.83e-05
Batch : 154 / 196 | Time 271 ms | Train Loss : 4.3813 | Grad Norm : 15.8037 | Learning rate : 2.82e-05
Batch : 155 / 196 | Time 264 ms | Train Loss : 4.3103 | Grad Norm : 19.2427 | Learning rate : 2.81e-05
Batch : 156 / 196 | Time 265 ms | Train Loss : 4.2631 | Grad Norm : 11.2040 | Learning rate : 2.81e-05
Batch : 157 / 196 | Time 271 ms | Train Loss : 4.2747 | Grad Norm : 12.4125 | Learning rate : 2.80e-05
Batch : 158 / 196 | Time 271 ms | Train Loss : 4.3642 | Grad Norm : 12.5021 | Learning rate : 2.79e-05
Batch : 159 / 196 | Time 266 ms | Train Loss : 4.4640 | Grad Norm : 22.7370 | Learning rate : 2.78e-05
Batch : 160 / 196 | Time 269 ms | Train Loss : 4.3065 | Grad Norm : 13.8423 | Learning rate : 2.77e-05
Batch : 161 / 196 | Time 271 ms | Train Loss : 4.3008 | Grad Norm : 10.3347 | Learning rate : 2.77e-05
Batch : 162 / 196 | Time 270 ms | Train Loss : 4.3517 | Grad Norm : 11.7991 | Learning rate : 2.76e-05
Batch : 163 / 196 | Time 270 ms | Train Loss : 4.2703 | Grad Norm : 21.4020 | Learning rate : 2.75e-05
Batch : 164 / 196 | Time 266 ms | Train Loss : 4.2748 | Grad Norm : 17.4735 | Learning rate : 2.74e-05
